17.05.23,16.36.00138,101,None
17.05.23,16.36.05138,102,None
17.05.23,16.36.10147,113,None
17.05.23,16.36.15151,114,None
17.05.23,16.36.20151,115,None
17.05.23,16.36.25151,115,None
17.05.23,16.36.30150,115,None
17.05.23,16.36.35149,115,5707.756799999999
17.05.23,16.36.40146,113,5570.112
17.05.23,16.36.45139,106,None
